70.767,134.43,186.4,42.667,31.867,32.833,205.,105.,145.
102.97,234.27,138.,42.733,26.12,35.3,205.,230.,145.
87.433,32.6,96.533,38.967,39.1,35.7,90.,295.,145.
184.6,194.3,121.8,110.6,97.8,183.3,90.,40.,145.
49.233,28.31,23.11,19.223,20.937,31.2,25.,40.,122.
38.133,26.303,21.953,20.143,24.71,33.267,25.,40.,145.
27.61,21.303,19.473,20.503,29.8,31.967,25.,40.,210.
52.2,31.367,32.4,24.72,39.2,37.,25.,105.,122.
38.067,29.467,27.08,25.13,38.1,37.7,25.,105.,145.
29.4,26.653,23.67,25.31,34.033,34.7,25.,105.,210.
39.433,32.1,31.733,26.287,39.767,37.1,25.,170.,122.
35.667,30.033,30.067,28.,39.567,37.033,25.,170.,145.
29.867,25.423,27.28,27.69,36.033,32.933,25.,170.,210.
52.8,30.967,36.567,26.76,39.967,33.133,25.,235.,122.
42.2,28.287,32.4,28.04,40.2,33.5,25.,235.,145.
29.2,22.93,27.21,27.18,36.267,29.633,25.,235.,210.
21.283,24.46,34.633,23.547,28.027,21.723,25.,300.,155.
24.02,24.51,31.6,24.783,31.233,23.833,25.,300.,145.
26.03,21.043,26.593,25.11,33.867,24.93,25.,300.,210.
336.33,405.33,238.2,37.733,43.,35.067,155.,40.,80.
489.,607.33,289.,41.167,39.733,37.733,155.,40.,145.
603.33,811.,166.43,36.367,34.7,36.467,155.,40.,210.
222.07,178.83,290.,64.7,31.733,29.4,155.,105.,80.
285.6,221.4,481.33,48.633,36.5,37.633,155.,105.,145.
165.23,156.13,630.,39.1,32.3,36.667,155.,105.,210.
119.6,141.87,120.03,62.2,26.05,32.233,155.,170.,80.
87.167,106.83,80.3,50.6,33.633,38.633,155.,170.,145.
41.333,50.833,34.667,40.133,31.633,38.667,155.,170.,210.
390.,606.,348.,67.567,27.537,31.733,155.,235.,80.
743.,1068.,531.33,49.833,33.833,37.933,155.,235.,145.
1112.7,1693.,620.,40.433,31.1,36.2,155.,235.,210.
153.57,132.77,238.07,36.933,29.003,36.633,155.,300.,80.
167.4,112.6,321.33,40.4,32.1,38.6,155.,300.,145.
67.533,54.567,254.07,36.7,31.3,33.667,155.,300.,210.
185.53,115.77,114.93,38.,37.733,22.803,255.,40.,80.
176.7,106.87,71.9,40.267,39.9,26.61,255.,40.,145.
44.3,35.933,27.903,35.833,29.25,27.69,255.,40.,210.
152.93,98.633,167.27,29.733,25.383,24.133,255.,105.,80.
128.4,66.467,106.03,39.033,31.833,25.477,255.,105.,145.
35.9,34.867,37.667,38.867,30.567,28.587,255.,105.,210.
107.27,85.133,95.267,27.68,20.733,24.843,255.,170.,80.
68.2,62.433,47.433,37.1,27.163,28.89,255.,170.,145.
27.3,34.733,32.3,38.,26.,28.167,255.,170.,210.
157.53,107.4,112.17,25.797,20.98,28.74,255.,235.,80.
143.4,85.367,78.3,37.367,23.727,30.467,255.,235.,145.
45.667,36.3,34.867,37.333,24.807,29.27,255.,235.,210.
94.633,71.933,116.97,24.62,22.957,34.933,255.,300.,80.
69.833,42.7,74.6,36.3,24.68,33.767,255.,300.,145.
28.513,28.043,36.267,34.4,25.447,27.723,255.,300.,210.